Indicator,Country,Date,value
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-06,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-02-06,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-02-06,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-06,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-02-06,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-02-06,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-06,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-02-06,1.0
"Cumulative number of probable Ebola cases",Spain,2015-02-06,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-06,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-02-06,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-02-06,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-02-06,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-02-06,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-02-06,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-06,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-02-06,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-02-06,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-06,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-02-06,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-02-06,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-06,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-02-06,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-02-06,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-02-06,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-02-06,1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-10,3044.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-02-10,2674.0
"Cumulative number of probable Ebola cases",Guinea,2015-02-10,352.0
"Cumulative number of suspected Ebola cases",Guinea,2015-02-10,18.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-10,1995.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-02-10,1643.0
"Cumulative number of probable Ebola deaths",Guinea,2015-02-10,352.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-10,8881.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-02-10,3146.0
"Cumulative number of probable Ebola cases",Liberia,2015-02-10,1873.0
"Cumulative number of suspected Ebola cases",Liberia,2015-02-10,3862.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-10,3826.0
"Cumulative number of confirmed Ebola deaths",Liberia,2015-02-10,3826.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-02-10,10934.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-02-10,8135.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-02-10,287.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-02-10,2512.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-02-10,3341.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-02-10,2975.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-02-10,208.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-02-10,158.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-02-10,1.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-02-10,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-02-10,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-02-10,7.0
"Cumulative number of probable Ebola cases",Mali,2015-02-10,1.0
"Cumulative number of suspected Ebola cases",Mali,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-10,6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-10,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-02-10,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-02-10,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-10,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-02-10,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-02-10,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-10,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-02-10,1.0
"Cumulative number of probable Ebola cases",Spain,2015-02-10,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-10,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-02-10,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-02-10,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-02-10,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-02-10,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-02-10,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-10,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-02-10,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-02-10,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-10,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-02-10,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-02-10,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-10,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-02-10,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-02-10,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-02-10,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-02-10,1.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-02-11,1.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-02-11,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-02-11,0.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-02-11,2674.0
"Cumulative number of probable Ebola cases",Guinea,2015-02-11,352.0
"Cumulative number of suspected Ebola cases",Guinea,2015-02-11,18.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-11,3044.0
"Number of confirmed Ebola cases in the last 21 days",Guinea,2015-02-11,134.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-02-11,134.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-02-11,1643.0
"Cumulative number of probable Ebola deaths",Guinea,2015-02-11,352.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-11,1995.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-02-11,8135.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-02-11,287.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-02-11,2512.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-02-11,10934.0
"Number of confirmed Ebola cases in the last 21 days","Sierra Leone",2015-02-11,221.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Sierra Leone",2015-02-11,221.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-02-11,2975.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-02-11,208.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-02-11,158.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-02-11,3341.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-02-11,3146.0
"Cumulative number of probable Ebola cases",Liberia,2015-02-11,1873.0
"Cumulative number of suspected Ebola cases",Liberia,2015-02-11,3862.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-11,8881.0
"Number of confirmed Ebola cases in the last 21 days",Liberia,2015-02-11,12.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2015-02-11,12.0
"Cumulative number of confirmed Ebola deaths",Liberia,2015-02-11,3826.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-11,3826.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-02-11,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-02-11,7.0
"Cumulative number of probable Ebola cases",Mali,2015-02-11,1.0
"Cumulative number of suspected Ebola cases",Mali,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-11,6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-11,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-02-11,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-02-11,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-11,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-02-11,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-02-11,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-11,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-02-11,1.0
"Cumulative number of probable Ebola cases",Spain,2015-02-11,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-11,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-02-11,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-02-11,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-02-11,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-02-11,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-02-11,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-11,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-02-11,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-02-11,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-11,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-02-11,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-02-11,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-11,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-02-11,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-02-11,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-02-11,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-02-11,1.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-02-12,1.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-02-12,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-02-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-02-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-12,3068.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-02-12,2685.0
"Cumulative number of probable Ebola cases",Guinea,2015-02-12,367.0
"Cumulative number of suspected Ebola cases",Guinea,2015-02-12,16.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-12,2018.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-02-12,1651.0
"Cumulative number of probable Ebola deaths",Guinea,2015-02-12,367.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-12,8881.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-02-12,3146.0
"Cumulative number of probable Ebola cases",Liberia,2015-02-12,1873.0
"Cumulative number of suspected Ebola cases",Liberia,2015-02-12,3862.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-12,3826.0
"Cumulative number of confirmed Ebola deaths",Liberia,2015-02-12,3826.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-02-12,10954.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-02-12,8138.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-02-12,287.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-02-12,2529.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-02-12,3350.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-02-12,2984.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-02-12,208.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-02-12,158.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-02-12,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-02-12,7.0
